cell,longitude,latitude,richness,phylo.dist,phylo.SC,phylo.SV,morpho.MNND,morpho.volume,morpho.SD.MSTD,funct.rich,funct.even,funct.div
2868,-100.8,44.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2869,-99.8,44.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2870,-98.8,44.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2951,-101.8,43.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2952,-100.8,43.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2953,-99.8,43.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2954,-98.8,43.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2955,-97.8,43.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
3034,-102.8,42.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
3035,-101.8,42.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
3036,-100.8,42.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
3037,-99.8,42.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
3038,-98.8,42.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
3117,-103.8,41.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
3118,-102.8,41.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
3119,-101.8,41.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
3120,-100.8,41.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
3121,-99.8,41.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
3122,-98.8,41.2,2,55.6,0.431492843,0.568507157,2.191418006,0.002064478,0,2,1,0.69314718
3123,-97.8,41.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
3124,-96.8,41.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
3199,-105.8,40.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
3200,-104.8,40.2,2,55.6,0.431492843,0.568507157,2.702456119,0.143862579,0,2,1,0.69314718
3201,-103.8,40.2,2,55.6,0.431492843,0.568507157,2.702456119,0.143862579,0,2,1,0.69314718
3202,-102.8,40.2,2,55.6,0.431492843,0.568507157,2.702456119,0.143862579,0,2,1,0.69314718
3203,-101.8,40.2,2,55.6,0.431492843,0.568507157,2.702456119,0.143862579,0,2,1,0.69314718
3204,-100.8,40.2,2,55.6,0.431492843,0.568507157,2.702456119,0.143862579,0,2,1,0.69314718
3205,-99.8,40.2,2,55.6,0.431492843,0.568507157,2.191418006,0.002064478,0,2,1,0.69314718
3206,-98.8,40.2,2,55.6,0.431492843,0.568507157,2.191418006,0.002064478,0,2,1,0.69314718
3207,-97.8,40.2,2,85,0.130879346,0.869120654,3.707538011,0.003365997,0,2,1,0.69314718
3208,-96.8,40.2,2,85,0.130879346,0.869120654,3.707538011,0.003365997,0,2,1,0.69314718
3209,-95.8,40.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
3210,-94.8,40.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
3211,-93.8,40.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
3283,-105.8,39.2,2,55.6,0.431492843,0.568507157,2.702456119,0.143862579,0,2,1,0.69314718
3284,-104.8,39.2,2,55.6,0.431492843,0.568507157,2.702456119,0.143862579,0,2,1,0.69314718
3285,-103.8,39.2,2,55.6,0.431492843,0.568507157,2.702456119,0.143862579,0,2,1,0.69314718
3286,-102.8,39.2,2,55.6,0.431492843,0.568507157,2.702456119,0.143862579,0,2,1,0.69314718
3287,-101.8,39.2,3,75,0.54601227,0.511247444,1.842597542,0.975478458,0.369979974,2,0.833333333,0.63651417
3288,-100.8,39.2,4,132.2,0.442229039,0.690184049,2.022311082,6.668130679,0.448816326,3,0.833333333,1.03972077
3289,-99.8,39.2,4,132.2,0.442229039,0.690184049,2.022311082,6.668130679,0.448816326,3,0.833333333,1.03972077
3290,-98.8,39.2,4,132.2,0.442229039,0.690184049,2.022311082,6.668130679,0.448816326,3,0.833333333,1.03972077
3291,-97.8,39.2,3,104.4,0.445807771,0.711656442,2.347970877,2.912130052,1.44203871,2,0.833333333,0.63651417
3292,-96.8,39.2,2,85,0.130879346,0.869120654,3.707538011,0.003365997,0,2,1,0.69314718
3293,-95.8,39.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
3294,-94.8,39.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
3295,-93.8,39.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
3296,-92.8,39.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
3367,-105.8,38.2,2,55.6,0.431492843,0.568507157,2.702456119,0.143862579,0,2,1,0.69314718
3368,-104.8,38.2,2,55.6,0.431492843,0.568507157,2.702456119,0.143862579,0,2,1,0.69314718
3369,-103.8,38.2,2,55.6,0.431492843,0.568507157,2.702456119,0.143862579,0,2,1,0.69314718
3370,-102.8,38.2,4,132.2,0.442229039,0.690184049,2.022311082,6.668130679,0.448816326,3,0.833333333,1.03972077
3371,-101.8,38.2,4,132.2,0.442229039,0.690184049,2.022311082,6.668130679,0.448816326,3,0.833333333,1.03972077
3372,-100.8,38.2,4,132.2,0.442229039,0.690184049,2.022311082,6.668130679,0.448816326,3,0.833333333,1.03972077
3373,-99.8,38.2,4,132.2,0.442229039,0.690184049,2.022311082,6.668130679,0.448816326,3,0.833333333,1.03972077
3374,-98.8,38.2,4,132.2,0.442229039,0.690184049,2.022311082,6.668130679,0.448816326,3,0.833333333,1.03972077
3375,-97.8,38.2,3,104.4,0.445807771,0.711656442,2.347970877,2.912130052,1.44203871,2,0.833333333,0.63651417
3376,-96.8,38.2,2,85,0.130879346,0.869120654,4.750450429,1.630792829,0,2,1,0.69314718
3377,-95.8,38.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
3378,-94.8,38.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
3379,-93.8,38.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
3380,-92.8,38.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
3381,-91.8,38.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
3451,-105.8,37.2,3,112.8,0.331288344,0.768916155,2.608453173,5.417856176,0.099705181,3,1,1.09861229
3452,-104.8,37.2,3,112.8,0.331288344,0.768916155,2.608453173,5.417856176,0.099705181,3,1,1.09861229
3454,-102.8,37.2,4,132.2,0.442229039,0.690184049,2.022311082,6.668130679,0.448816326,3,0.833333333,1.03972077
3455,-101.8,37.2,4,132.2,0.442229039,0.690184049,2.022311082,6.668130679,0.448816326,3,0.833333333,1.03972077
3456,-100.8,37.2,4,132.2,0.442229039,0.690184049,2.022311082,6.668130679,0.448816326,3,0.833333333,1.03972077
3457,-99.8,37.2,4,132.2,0.442229039,0.690184049,2.022311082,6.668130679,0.448816326,3,0.833333333,1.03972077
3458,-98.8,37.2,4,132.2,0.442229039,0.690184049,2.022311082,6.668130679,0.448816326,3,0.833333333,1.03972077
3459,-97.8,37.2,2,85,0.130879346,0.869120654,4.750450429,1.630792829,0,2,1,0.69314718
3460,-96.8,37.2,2,85,0.130879346,0.869120654,4.750450429,1.630792829,0,2,1,0.69314718
3461,-95.8,37.2,2,85,0.130879346,0.869120654,3.891060762,0.000851068,0,2,1,0.69314718
3462,-94.8,37.2,2,85,0.130879346,0.869120654,3.891060762,0.000851068,0,2,1,0.69314718
3463,-93.8,37.2,2,85,0.130879346,0.869120654,3.621280741,0.179517474,0,2,1,0.69314718
3464,-92.8,37.2,2,85,0.130879346,0.869120654,3.621280741,0.179517474,0,2,1,0.69314718
3465,-91.8,37.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
3466,-90.8,37.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
3535,-105.8,36.2,3,112.8,0.331288344,0.768916155,2.608453173,5.417856176,0.099705181,3,1,1.09861229
3536,-104.8,36.2,3,112.8,0.331288344,0.768916155,2.608453173,5.417856176,0.099705181,3,1,1.09861229
3538,-102.8,36.2,4,132.2,0.442229039,0.690184049,2.022311082,6.668130679,0.448816326,3,0.833333333,1.03972077
3539,-101.8,36.2,7,210.4,0.48320187,0.688090369,1.843069184,89.1911896,0.187412334,4,0.75,1.27703426
3540,-100.8,36.2,7,210.4,0.48320187,0.688090369,1.843069184,89.1911896,0.187412334,4,0.75,1.27703426
3541,-99.8,36.2,5,158.9,0.444580777,0.667075665,2.113514824,36.40456719,0.40353029,4,0.85,1.33217904
3542,-98.8,36.2,3,104.4,0.445807771,0.711656442,2.347970877,2.912130052,1.44203871,2,0.833333333,0.63651417
3543,-97.8,36.2,2,85,0.130879346,0.869120654,4.750450429,1.630792829,0,2,1,0.69314718
3544,-96.8,36.2,3,104.4,0.445807771,0.711656442,2.607021707,5.576122356,1.361929085,2,0.833333333,0.63651417
3545,-95.8,36.2,3,104.4,0.445807771,0.711656442,2.607021707,5.576122356,1.361929085,2,0.833333333,0.63651417
3546,-94.8,36.2,3,116,0.287661895,0.79072938,3.561528267,0.848940292,0.06337707,3,1,1.09861229
3547,-93.8,36.2,3,116,0.287661895,0.79072938,3.561528267,0.848940292,0.06337707,3,1,1.09861229
3548,-92.8,36.2,2,85,0.130879346,0.869120654,3.621280741,0.179517474,0,2,1,0.69314718
3549,-91.8,36.2,2,85,0.130879346,0.869120654,3.621280741,0.179517474,0,2,1,0.69314718
3550,-90.8,36.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
3619,-105.8,35.2,3,112.8,0.331288344,0.768916155,2.608453173,5.417856176,0.099705181,3,1,1.09861229
3620,-104.8,35.2,3,112.8,0.331288344,0.768916155,2.608453173,5.417856176,0.099705181,3,1,1.09861229
3621,-103.8,35.2,4,132.2,0.442229039,0.690184049,2.022311082,6.668130679,0.448816326,3,0.833333333,1.03972077
3622,-102.8,35.2,6,186.5,0.526244035,0.747102931,1.643401657,43.50545804,0.417360473,3,0.777777778,1.01140426
3623,-101.8,35.2,9,245.6,0.581004317,0.696375824,1.812731859,586.8136195,0.3897939,4,0.805555556,1.31078368
3624,-100.8,35.2,9,245.6,0.581004317,0.696375824,1.812731859,586.8136195,0.3897939,4,0.805555556,1.31078368
3625,-99.8,35.2,6,174.2,0.498977505,0.624267212,1.898260037,59.9604636,0.304194314,4,0.75,1.24245332
3626,-98.8,35.2,2,85,0.130879346,0.869120654,4.750450429,1.630792829,0,2,1,0.69314718
3627,-97.8,35.2,2,85,0.130879346,0.869120654,4.750450429,1.630792829,0,2,1,0.69314718
3628,-96.8,35.2,3,104.4,0.445807771,0.711656442,2.607021707,5.576122356,1.361929085,2,0.833333333,0.63651417
3629,-95.8,35.2,3,104.4,0.445807771,0.711656442,2.607021707,5.576122356,1.361929085,2,0.833333333,0.63651417
3630,-94.8,35.2,4,135.4,0.425869121,0.711997273,2.770734282,44.43020642,0.931457973,3,0.833333333,1.03972077
3631,-93.8,35.2,3,116,0.287661895,0.79072938,3.561528267,0.848940292,0.06337707,3,1,1.09861229
3632,-92.8,35.2,2,85,0.130879346,0.869120654,3.621280741,0.179517474,0,2,1,0.69314718
3633,-91.8,35.2,2,85,0.130879346,0.869120654,3.621280741,0.179517474,0,2,1,0.69314718
3634,-90.8,35.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
3702,-106.8,34.2,3,112.8,0.331288344,0.768916155,2.608453173,5.417856176,0.099705181,3,1,1.09861229
3703,-105.8,34.2,3,112.8,0.331288344,0.768916155,2.608453173,5.417856176,0.099705181,3,1,1.09861229
3704,-104.8,34.2,4,132.2,0.442229039,0.690184049,2.022311082,6.668130679,0.448816326,3,0.833333333,1.03972077
3706,-102.8,34.2,9,259.5,0.527607362,0.713417405,1.772568182,296.1090115,0.302484212,5,0.733333333,1.46481638
3707,-101.8,34.2,10,276.6,0.559509202,0.69956828,1.861598413,908.9858029,0.386203645,5,0.76,1.50478828
3708,-100.8,34.2,10,276.6,0.559509202,0.69956828,1.861598413,908.9858029,0.386203645,5,0.76,1.50478828
3709,-99.8,34.2,7,210.4,0.48320187,0.688090369,1.732172449,83.68108656,0.372927795,4,0.75,1.27703426
3710,-98.8,34.2,2,85,0.130879346,0.869120654,4.750450429,1.630792829,0,2,1,0.69314718
3711,-97.8,34.2,2,85,0.130879346,0.869120654,4.750450429,1.630792829,0,2,1,0.69314718
3712,-96.8,34.2,3,104.4,0.445807771,0.711656442,2.607021707,5.576122356,1.361929085,2,0.833333333,0.63651417
3713,-95.8,34.2,3,104.4,0.445807771,0.711656442,2.607021707,5.576122356,1.361929085,2,0.833333333,0.63651417
3714,-94.8,34.2,4,135.4,0.425869121,0.711997273,2.770734282,44.43020642,0.931457973,3,0.833333333,1.03972077
3715,-93.8,34.2,4,135.4,0.425869121,0.711997273,2.770734282,44.43020642,0.931457973,3,0.833333333,1.03972077
3716,-92.8,34.2,2,85,0.130879346,0.869120654,3.621280741,0.179517474,0,2,1,0.69314718
3717,-91.8,34.2,2,85,0.130879346,0.869120654,3.621280741,0.179517474,0,2,1,0.69314718
3718,-90.8,34.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
3719,-89.8,34.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
3786,-106.8,33.2,3,112.8,0.331288344,0.768916155,2.608453173,5.417856176,0.099705181,3,1,1.09861229
3787,-105.8,33.2,4,132.2,0.442229039,0.690184049,2.022311082,6.668130679,0.448816326,3,0.833333333,1.03972077
3788,-104.8,33.2,4,132.2,0.442229039,0.690184049,2.022311082,6.668130679,0.448816326,3,0.833333333,1.03972077
3790,-102.8,33.2,11,294.7,0.565904443,0.709908905,1.552916455,987.7473568,0.660108588,5,0.709090909,1.46813994
3791,-101.8,33.2,11,294.7,0.565904443,0.709908905,1.552916455,987.7473568,0.660108588,5,0.709090909,1.46813994
3792,-100.8,33.2,11,294.7,0.565904443,0.709908905,1.552916455,987.7473568,0.660108588,5,0.709090909,1.46813994
3793,-99.8,33.2,9,258.5,0.510565781,0.674619405,1.898830559,743.7156569,0.443494062,5,0.777777778,1.52295507
3794,-98.8,33.2,4,135.4,0.425869121,0.711997273,2.794507088,54.51901807,0.430314957,3,0.833333333,1.03972077
3795,-97.8,33.2,4,135.4,0.425869121,0.711997273,2.591522005,29.59813628,0.744907429,3,0.833333333,1.03972077
3796,-96.8,33.2,4,135.4,0.425869121,0.711997273,2.591522005,29.59813628,0.744907429,3,0.833333333,1.03972077
3797,-95.8,33.2,3,104.4,0.445807771,0.711656442,2.607021707,5.576122356,1.361929085,2,0.833333333,0.63651417
3798,-94.8,33.2,3,104.4,0.445807771,0.711656442,2.607021707,5.576122356,1.361929085,2,0.833333333,0.63651417
3799,-93.8,33.2,5,139.9,0.583231084,0.626380368,1.985708956,51.26562279,1.494859609,3,0.733333333,0.95027054
3800,-92.8,33.2,4,135.4,0.425869121,0.711997273,2.644734025,51.26562279,1.153326027,3,0.833333333,1.03972077
3801,-91.8,33.2,2,85,0.130879346,0.869120654,3.621280741,0.179517474,0,2,1,0.69314718
3802,-90.8,33.2,2,85,0.130879346,0.869120654,3.621280741,0.179517474,0,2,1,0.69314718
3871,-105.8,32.2,4,132.2,0.442229039,0.690184049,2.022311082,6.668130679,0.448816326,3,0.833333333,1.03972077
3872,-104.8,32.2,4,132.2,0.442229039,0.690184049,2.022311082,6.668130679,0.448816326,3,0.833333333,1.03972077
3874,-102.8,32.2,12,307.8,0.586571234,0.69665985,1.372382891,1019.104416,0.61438463,5,0.733333333,1.47350239
3875,-101.8,32.2,14,376.3,0.554922583,0.727319715,1.81442725,9717.127502,1.630630209,6,0.69047619,1.6114722
3876,-100.8,32.2,14,376.3,0.554922583,0.727319715,1.81442725,9717.127502,1.630630209,6,0.69047619,1.6114722
3877,-99.8,32.2,10,261.9,0.597750511,0.68652579,1.745179037,937.842495,0.400970153,4,0.85,1.31383403
3878,-98.8,32.2,4,135.4,0.425869121,0.711997273,2.794507088,54.51901807,0.430314957,3,0.833333333,1.03972077
3879,-97.8,32.2,4,135.4,0.425869121,0.711997273,2.591522005,29.59813628,0.744907429,3,0.833333333,1.03972077
3880,-96.8,32.2,4,135.4,0.425869121,0.711997273,2.591522005,29.59813628,0.744907429,3,0.833333333,1.03972077
3881,-95.8,32.2,4,135.4,0.425869121,0.711997273,2.591522005,29.59813628,0.744907429,3,0.833333333,1.03972077
3882,-94.8,32.2,6,176.1,0.550783913,0.69870484,1.627829716,67.91729824,1.13495555,3,0.777777778,1.01140426
3883,-93.8,32.2,7,202,0.554192229,0.697633655,1.486014067,139.6077797,1.021962167,3,0.904761905,1.07899221
3884,-92.8,32.2,4,135.4,0.425869121,0.711997273,2.644734025,51.26562279,1.153326027,3,0.833333333,1.03972077
3885,-91.8,32.2,3,116,0.287661895,0.79072938,3.997670637,41.01249823,0.798443544,3,1,1.09861229
3886,-90.8,32.2,3,116,0.287661895,0.79072938,3.997670637,41.01249823,0.798443544,3,1,1.09861229
3955,-105.8,31.2,4,132.2,0.442229039,0.690184049,2.022311082,6.668130679,0.448816326,3,0.833333333,1.03972077
3956,-104.8,31.2,4,132.2,0.442229039,0.690184049,2.022311082,6.668130679,0.448816326,3,0.833333333,1.03972077
3958,-102.8,31.2,14,378,0.559012562,0.729611901,1.735626911,9717.127502,1.651843916,6,0.69047619,1.6114722
3959,-101.8,31.2,16,397.7,0.600204499,0.702079073,1.56434268,10230.63424,1.587839895,6,0.666666667,1.57649219
3960,-100.8,31.2,17,404.7,0.640322387,0.695732588,1.456284641,10230.63424,1.57762622,6,0.696078431,1.62592871
3961,-99.8,31.2,11,319,0.54099275,0.742331288,2.360223753,9115.356154,1.920164659,5,0.709090909,1.46813994
3962,-98.8,31.2,4,135.4,0.425869121,0.711997273,2.794507088,54.51901807,0.430314957,3,0.833333333,1.03972077
3963,-97.8,31.2,4,135.4,0.425869121,0.711997273,2.591522005,29.59813628,0.744907429,3,0.833333333,1.03972077
3964,-96.8,31.2,4,135.4,0.425869121,0.711997273,2.591522005,29.59813628,0.744907429,3,0.833333333,1.03972077
3965,-95.8,31.2,5,139.9,0.583231084,0.626380368,1.842339135,34.15169571,1.306891881,3,0.733333333,0.95027054
3966,-94.8,31.2,8,228.7,0.541666667,0.689088519,1.566068329,410.9282785,0.791586303,4,0.8125,1.32088834
3967,-93.8,31.2,8,228.7,0.541666667,0.689088519,1.566068329,410.9282785,0.791586303,4,0.8125,1.32088834
3968,-92.8,31.2,5,161.3,0.455623722,0.693865031,2.08151569,80.50042559,0.889123901,3,0.866666667,1.05492017
3969,-91.8,31.2,4,141.9,0.359406953,0.734151329,2.878890479,64.40034048,1.311527606,3,0.833333333,1.03972077
4039,-105.8,30.2,4,132.2,0.442229039,0.690184049,2.022311082,6.668130679,0.448816326,3,0.833333333,1.03972077
4040,-104.8,30.2,4,132.2,0.442229039,0.690184049,2.022311082,6.668130679,0.448816326,3,0.833333333,1.03972077
4041,-103.8,30.2,4,132.2,0.442229039,0.690184049,2.022311082,6.668130679,0.448816326,3,0.833333333,1.03972077
4043,-101.8,30.2,17,403.5,0.627691567,0.689161554,1.552507791,13141.32173,1.540217067,6,0.637254902,1.54845383
4044,-100.8,30.2,18,410.5,0.664053624,0.684082495,1.45111047,13141.32173,1.531122063,6,0.666666667,1.59997142
4045,-99.8,30.2,13,360,0.553248388,0.719154738,2.131762245,9115.356154,1.811137467,6,0.705128205,1.63134542
4046,-98.8,30.2,7,192.3,0.530820917,0.608238387,1.890754683,167.7508248,0.359647864,4,0.678571429,1.15374194
4047,-97.8,30.2,4,135.4,0.425869121,0.711997273,2.591522005,29.59813628,0.744907429,3,0.833333333,1.03972077
4048,-96.8,30.2,4,135.4,0.425869121,0.711997273,2.591522005,29.59813628,0.744907429,3,0.833333333,1.03972077
4049,-95.8,30.2,5,139.9,0.583231084,0.626380368,1.842339135,34.15169571,1.306891881,3,0.733333333,0.95027054
4050,-94.8,30.2,10,252.4,0.62597137,0.653715065,1.348348033,560.3567434,0.612069645,4,0.9,1.36615885
4051,-93.8,30.2,11,270.5,0.659973973,0.681464956,1.396412654,644.1214112,0.558460031,4,0.931818182,1.37300391
4052,-92.8,30.2,9,244,0.557827766,0.663031129,1.605739651,389.9389709,0.549823041,4,0.75,1.27302834
4053,-91.8,30.2,4,141.9,0.359406953,0.734151329,2.878890479,64.40034048,1.311527606,3,0.833333333,1.03972077
4124,-104.8,29.2,4,132.2,0.442229039,0.690184049,2.022311082,6.668130679,0.448816326,3,0.833333333,1.03972077
4125,-103.8,29.2,4,132.2,0.442229039,0.690184049,2.022311082,6.668130679,0.448816326,3,0.833333333,1.03972077
4127,-101.8,29.2,18,410.5,0.664053624,0.684082495,1.45111047,13141.32173,1.531122063,6,0.666666667,1.59997142
4128,-100.8,29.2,21,453.2,0.666374525,0.656198267,1.30021396,13141.32173,1.430856934,6,0.626984127,1.55388436
4129,-99.8,29.2,19,420.1,0.656549349,0.664490128,1.324246764,10230.63424,1.50547806,6,0.605263158,1.51213698
4130,-98.8,29.2,10,250.4,0.580368098,0.591092933,1.862883981,408.8926356,0.344454883,5,0.68,1.41848366
4131,-97.8,29.2,4,135.4,0.425869121,0.711997273,2.591522005,29.59813628,0.744907429,3,0.833333333,1.03972077
4132,-96.8,29.2,4,135.4,0.425869121,0.711997273,2.591522005,29.59813628,0.744907429,3,0.833333333,1.03972077
4133,-95.8,29.2,6,166.6,0.561690525,0.626993865,1.676686255,126.989553,0.962691904,4,0.75,1.24245332
4134,-94.8,29.2,18,359.1,0.716200863,0.636767045,1.081716397,1589.003591,0.739397937,4,0.833333333,1.33439605
4135,-93.8,29.2,19,374,0.719944032,0.632284529,1.086317602,1589.003591,0.705720549,4,0.828947368,1.33867188
4136,-92.8,29.2,14,318,0.667835232,0.672913998,1.103165096,914.3964326,0.736811863,4,0.892857143,1.35178399
4208,-104.8,28.2,4,132.2,0.442229039,0.690184049,2.022311082,6.668130679,0.448816326,3,0.833333333,1.03972077
4209,-103.8,28.2,4,132.2,0.442229039,0.690184049,2.022311082,6.668130679,0.448816326,3,0.833333333,1.03972077
4212,-100.8,28.2,21,453.2,0.666374525,0.656198267,1.30021396,13141.32173,1.430856934,6,0.626984127,1.55388436
4213,-99.8,28.2,22,457.7,0.687395427,0.64839455,1.238308116,13141.32173,1.411782252,6,0.621212121,1.53766909
4214,-98.8,28.2,13,304.2,0.619631902,0.608935032,1.464189537,468.8635554,0.523209325,5,0.661538462,1.41274464
4215,-97.8,28.2,4,135.4,0.425869121,0.711997273,2.591522005,29.59813628,0.744907429,3,0.833333333,1.03972077
4216,-96.8,28.2,4,135.4,0.425869121,0.711997273,2.591522005,29.59813628,0.744907429,3,0.833333333,1.03972077
4217,-95.8,28.2,13,287.6,0.672015101,0.609275864,1.144845784,678.7826531,0.709196214,4,0.788461538,1.30610661
4218,-94.8,28.2,19,374,0.719944032,0.632284529,1.086317602,1589.003591,0.705720549,4,0.828947368,1.33867188
4219,-93.8,28.2,19,374,0.719944032,0.632284529,1.086317602,1589.003591,0.705720549,4,0.828947368,1.33867188
4220,-92.8,28.2,15,331.8,0.687661895,0.67233421,0.98631011,681.9482755,0.658720416,4,0.95,1.37929225
4296,-100.8,27.2,21,453.2,0.666374525,0.656198267,1.30021396,13141.32173,1.430856934,6,0.626984127,1.55388436
4297,-99.8,27.2,22,457.7,0.687395427,0.64839455,1.238308116,13141.32173,1.411782252,6,0.621212121,1.53766909
4298,-98.8,27.2,14,326.1,0.632486123,0.637654779,1.513319853,952.6116682,0.404816278,5,0.685714286,1.43275705
4299,-97.8,27.2,8,228.5,0.51303681,0.668857727,1.909751433,189.3720422,0.326882493,4,0.6875,1.21300757
4300,-96.8,27.2,5,162.1,0.431492843,0.686707566,2.345594358,102.4550871,0.344120831,4,0.85,1.33217904
4301,-95.8,27.2,15,320.6,0.701567825,0.631375986,0.967882092,732.1125284,0.683435176,4,0.816666667,1.32294951
4302,-94.8,27.2,19,374,0.719944032,0.632284529,1.086317602,1589.003591,0.705720549,4,0.828947368,1.33867188
4303,-93.8,27.2,20,377.8,0.734662577,0.620363793,1.047376211,3070.82073,0.687615427,4,0.8,1.31954546
4380,-100.8,26.2,23,465.6,0.693962835,0.640566777,1.195749595,13192.06042,1.393714575,6,0.601449275,1.51860834
4381,-99.8,26.2,23,465.6,0.693962835,0.640566777,1.195749595,13192.06042,1.393714575,6,0.601449275,1.51860834
4382,-98.8,26.2,15,381.4,0.590320382,0.685967475,1.893018142,9189.464741,1.528881656,6,0.655555556,1.58216994
4383,-97.8,26.2,10,274.4,0.553578732,0.691933651,1.6650121,296.1090115,0.407787946,5,0.68,1.41848366
4384,-96.8,26.2,8,211.5,0.58103272,0.615761028,1.412716922,176.4651534,0.682354972,5,0.75,1.49417514
4385,-95.8,26.2,17,362.4,0.686394803,0.650487189,1.113850541,1418.753206,0.723366517,5,0.741176471,1.47875152
4386,-94.8,26.2,21,405.6,0.720225923,0.62208589,0.998732357,3070.82073,0.665427067,5,0.695238095,1.44815405
4387,-93.8,26.2,21,421,0.703573863,0.628999903,0.986219725,3070.82073,0.666790982,5,0.695238095,1.44815405
4394,-86.8,26.2,12,340.6,0.539025222,0.733159819,2.349821667,20844.08552,1.504714946,6,0.694444444,1.63263093
4395,-85.8,26.2,13,357.7,0.547585339,0.715090976,2.306920542,20844.08552,1.453582503,6,0.653846154,1.58577084
4396,-84.8,26.2,14,379.7,0.547765118,0.703476483,2.083234608,20844.08552,1.476626138,6,0.619047619,1.53672247
4397,-83.8,26.2,15,383.5,0.578868439,0.681819067,1.904961215,23192.71488,1.248994932,6,0.588888889,1.48781672
4463,-101.8,25.2,24,478,0.696148603,0.632887288,1.170686497,13192.06042,1.366098978,6,0.597222222,1.50294814
4464,-100.8,25.2,24,478,0.696148603,0.632887288,1.170686497,13192.06042,1.366098978,6,0.597222222,1.50294814
4465,-99.8,25.2,24,478,0.696148603,0.632887288,1.170686497,13192.06042,1.366098978,6,0.597222222,1.50294814
4466,-98.8,25.2,21,453.3,0.666179764,0.656208005,1.26483759,11716.63261,1.436945313,6,0.626984127,1.55388436
4467,-97.8,25.2,12,286.4,0.658657123,0.657340274,1.192551116,296.1090115,0.641026415,5,0.666666667,1.42412992
4468,-96.8,25.2,10,233.9,0.647852761,0.583594638,1.168824756,178.6437355,0.72853293,5,0.68,1.41848366
4469,-95.8,25.2,16,355.8,0.67305726,0.661826858,1.135513024,1418.753206,0.746754261,5,0.75,1.4898488
4470,-94.8,25.2,21,413.8,0.700457688,0.614840783,1.039099465,3070.82073,0.684331694,5,0.638095238,1.38958517
4471,-93.8,25.2,23,440.6,0.719747488,0.615299433,0.94272873,3203.948796,0.582049233,5,0.669565217,1.42390325
4478,-86.8,25.2,14,379.7,0.547765118,0.703476483,2.083234608,20844.08552,1.476626138,6,0.619047619,1.53672247
4479,-85.8,25.2,15,383.5,0.578868439,0.681819067,1.904961215,23192.71488,1.248994932,6,0.588888889,1.48781672
4480,-84.8,25.2,18,461.2,0.566462168,0.674098133,1.681583907,23192.71488,1.205607272,6,0.62962963,1.56544511
4481,-83.8,25.2,19,485.9,0.565493488,0.671031703,1.624830059,23239.47438,1.193062289,6,0.622807018,1.55756046
4547,-101.8,24.2,24,478,0.696148603,0.632887288,1.170686497,13192.06042,1.366098978,6,0.597222222,1.50294814
4548,-100.8,24.2,26,485,0.718184678,0.61835457,1.122912919,22105.29744,1.321887034,6,0.564102564,1.46606365
4549,-99.8,24.2,26,485,0.718184678,0.61835457,1.122912919,22105.29744,1.321887034,6,0.564102564,1.46606365
4550,-98.8,24.2,25,478.5,0.712229039,0.624914792,1.162265386,22105.29744,1.334288286,6,0.58,1.48519481
